01:23:52:17,01:23:53:19,FORREST (V.O.),1,speech,regular;addendum,completion,...ich hatte Angst.,;;;;
01:23:53:20,01:23:54:00,LT. DAN,0,non,regular,none,YIHAHAHAHAHAWHOOOO,;;;;;
"01:23:54:01,01:23:55:20,FORREST (V.O.),1,speech,regular,incomplete,""Aber Lt. Dan,..."",";;;;;
01:23:56:04,01:23:57:12,FORREST (V.O.),1,speech,regular,completion,...der war wahnsinnig.,;;;;;
01:23:57:13,01:23:58:12,LT. DAN,0,speech,asking,question,Was ist denn?,;;;;;
01:23:58:17,01:24:00:19,ERZAEHLER,1,speech,regular,HS,Mit nacktem Oberkörper reckt er den Arm hoch.,;;;;;
01:24:00:21,01:24:02:04,ERZAEHLER,1,speech,regular,HS,Über ihm weht die US-Fahne.,;;;;;
01:24:02:07,01:24:03:14,LT. DAN,0,speech,asking,none,...einen Sturm?,###mit movie machen###;;;;;
01:24:04:05,01:24:08:08,LT. DAN,0,speech,commading,none;"address,""Blas, alter Hurenbock, blas!"",";;;;
01:24:08:18,01:24:09:14,LT. DAN,0,speech,regular,HS,Es ist soweit.,;;;;;
01:24:09:15,01:24:11:01,LT. DAN,0,speech,regular,HS,Jetzt kommt der Showdown.,;;;;;
01:24:11:15,01:24:13:01,LT. DAN,0,speech,regular,none,Du und ich,;;;;;
01:24:13:09,01:24:14:01,LT. DAN,1,speech,regular,HS,Ich bin hier.,;;;;;
01:24:14:02,01:24:15:00,LT. DAN,1,speech,commanding,imperative,Komm und hol mich!,;;;;;
01:24:15:14,01:24:17:05,LT. DAN,1,non,regular,none,HAHAHAHAHA,;;;;;
01:24:18:19,01:24:22:08,LT. DAN,1,speech,regular,HS,Du wirst dieses Boot nie versenken.,;;;;;
01:24:22:18,01:24:24:08,LT. DAN,1,non,regular,none,EEHAHAHAHA,;;;;;
01:24:24:09,01:24:28:24,ANCHORMAN,1,speech,regular,HS;NS;"HS,""Der Hurricane Carmen, der gestern hier durchgezogen ist, hat auf seinem Weg fast alles verwüstet."",";;;
01:24:29:06,01:24:34:14,ANCHORMAN,1,speech,regular,HS,Und so wie in vielen Städten entlang der Küste ist auch in Bayou La Batre die gesammte Shrimpindustrie ein Opfer von Carmen geworden.,;;;;;
01:24:35:03,01:24:37:03,ANCHORMAN,1,broadcast,regular,HS,Zurückgeblieben ist überall nur Zerstörung.,;;;;;
01:24:37:20,01:24:44:06,ANCHORMAN,1,broadcast,regular,HS;"NS,""Im Gespräch mit den einheimischen Amtsträgern erfuhr unser Reporter, dass wahrhaftig nur ein einziger Shrimpkutter die Katastrophe überlebt hat."",";;;;
01:24:40:01,01:24:59:17,UNKNOWN,0,song,regular,foreign,###song name###,;;;;;
01:24:44:17,01:24:45:04,MRS. GUMP,1,speech,regular,address,Louise,;;;;;
01:24:45:16,01:24:46:19,MRS. GUMP,1,speech,regular,address;"HS,""Louise, das ist Forrest."",";;;;
01:24:47:02,01:24:50:04,FORREST (V.O.),1,speech,regular,HS,Und danach war das Shrimpfischen ganz leicht.,;;;;;
01:24:47:##,01:24:##:##,CHOR AT CHURCH,1,singing,regular,foreign,,###lyrics###;;;;;
01:24:50:18,01:24:53:04,ERZAEHLER,1,speech,regular,HS,Eine Shrimps-Ladung nach der anderen landet auf dem Deck.,;;;;;
01:24:55:09,01:24:59:07,FORREST (V.O.),1,speech,regular,NS,Und da die Leute ja immernoch Shrimps für Cocktails und Barbecues und sowas brauchten...,;;;;;
01:24:59:13,01:25:01:08,FORREST,1,speech,regular,NS;"NS2,""...und wir das einzige Boot waren, was heil war..."",";;;;
01:25:01:09,01:25:02:03,ERZAEHLER,1,speech,regular,none,Auf der Wartebank,;;;;;
01:25:02:04,01:25:04:04,FORREST,1,speech,regular,HS,...konnte man nur noch Bubba Gump Shrimps kaufen.,;;;;;
01:25:04:05,01:25:05:14,ERZAEHLER,1,speech,regular,HS,Neben dem Dicken sitzt eine Frau.,;;;;;
01:25:05:17,01:25:07:01,FORREST,1,speech,regular,HS,Wir hatten eine Menge Boote.,;;;;;
01:25:07:20,01:25:08:22,FORREST,1,speech,regular;addendum,none,Zwölf Jennys,;;;;
01:25:09:11,01:25:13:09,FORREST,1,speech,regular,HS;"HS,""Ein mordsgroßes Lagerhaus, wir hatten sogar Kappen, da stand Bubba Gump drauf."",";;;;
01:25:13:20,01:25:14:21,FORREST,1,speech,regular,none,Bubba Gump Shrimps,;;;;;
01:25:15:20,01:25:16:21,FORREST,1,speech,regular,HS,Das ist ein Markenname.,;;;;;
01:25:16:23,01:25:17:15,MAN IN SAVANNAH,1,speech,regular,none,Moment mal,;;;;;
01:25:17:16,01:25:18:07,MAN IN SAVANNAH,1,speech,regular,address,mein Freund ,;;;;;
01:25:18:17,01:25:23:00,MAN IN SAVANNAH,1,speech,asking,HS;"NS,""Soll das etwa heißen, Sie sind der Inhaber der Bubba Gump Shrimp Corporation?"",###";;;;
"01:25:23:11,01:25:23:22,FORREST,1,speech,regular,address,""Ja, Sir"",";;;;;
01:25:24:02,01:25:25:18,FORREST,1,speech,regular,HS,Wir haben mehr Geld als Davy Crocket.,;;;;;
01:25:25:19,01:25:27:13,MAN IN SAVANNAH,1,non,regular,none,chhhhahahaha,;;;;;
01:25:27:14,01:25:31:06,MAN IN SAVANNAH,1,speech,regular,address;"HS,""Mann, ich hab schon ne Menge Lügengeschichten gehört, aber das übertrifft alles."",";;;;
01:25:31:12,01:25:32:15,MAN IN SAVANNAH,1,non,regular,none,ha ha ha ha hu,;;;;;
01:25:32:16,01:25:33:04,ERZAEHLER,1,speech,regular,HS,Er geht.,;;;;;
01:25:34:05,01:25:36:15,MAN IN SAVANNAH,1,speech,regular,HS,Wir haben neben einem Millionär gesessen.,;;;;;
01:25:36:16,01:25:39:23,MAN IN SAVANNAH,1,non,regular,none,chahahaha heee ha,;;;;;
01:25:39:24,01:25:40:11,ELDERLY WOMAN,1,speech,regular,none,Also,;;;;;
01:25:41:03,01:25:44:16,ELDERLY WOMAN,1,speech,regular,HS;"NS,""Ich fand, das war eine wirklich sehr, sehr schöne Geschichte."",";;;;
01:25:44:23,01:25:47:04,ELDERLY WOMAN,1,speech,regular,HS,Und sie erzählen sie so schön.,;;;;;
01:25:47:11,01:25:49:05,ELDERLY WOMAN,1,speech,regular;addendum,none,Mit so viel Begeisterung,;;;;
01:25:50:23,01:25:53:03,FORREST,1,speech,asking,question;"NS,""Möchten sie mal sehen, wie Lt.Dan aussieht?"",";;;;
"01:25:53:13,01:25:55:01,ELDERLY WOMAN,1,speech,exclamation,none,""Aber ja, gern sogar"",";;;;;
01:25:55:13,01:25:57:18,ERZAEHLER,1,speech,regular,HS,Aus dem Koffer holt er ein 'Fortune'-Magazin. ,;;;;;
01:25:57:23,01:26:00:04,ERZAEHLER,1,speech,regular,none,Auf dem Cover er mit Dan vor der Kutterflotte.,;;;;;
01:26:00:09,01:26:00:19,FORREST,1,speech,regular,none,Das da,;;;;;
01:26:00:24,01:26:01:18,FORREST,1,speech,regular,HS,Das ist er.,;;;;;
01:26:03:07,01:26:03:17,ELDERLY WOMAN,1,non,regular,none,ahhh,;;;;;
01:26:03:20,01:26:06:10,FORREST,1,speech,regular,HS,Und ich kann ihnen noch was über Lt.Dan erzählen.,;;;;;
01:26:06:24,01:26:07:09,ERZAEHLER,1,speech,regular,none,An Deck,;;;;;
01:26:07:15,01:26:08:04,LT. DAN,1,speech,regular,address,Forrest,;;;;;
01:26:08:16,01:26:10:17,ERZAEHLER,1,speech,regular,AND,Der hört mit der Arbeit auf und blickt ihn an. ,;;;;;
01:26:10:23,01:26:13:17,ERZAEHLER,1,speech,regular,HS,Dan sitzt neben der Reling mit nacktem Oberkörper im Rollstuhl.,;;;;;
01:26:11:09,01:26:48:03,OST,1,song,instrumental,,,;;;;;
01:26:13:21,01:26:17:07,LT. DAN,1,speech,regular,HS;"NS,""Ich hab mich nie dafür bedankt, dass du mir das Leben gerettet hast."",";;;;
01:26:21:05,01:26:22:15,ERZAEHLER,1,speech,regular,HS,Forrest schaut ihn ruhig an.,;;;;;
01:26:22:24,01:26:24:12,ERZAEHLER,1,speech,regular,HS,Dan hievt sich auf die Reling.,;;;;;
01:26:25:05,01:26:25:20,LT. DAN,1,non,regular,none,mhm,;;;;;
01:26:27:07,01:26:28:09,ERZAEHLER,1,speech,regular;addendum,HS,Lächelt Forrest zu.,;;;;
01:26:28:13,01:26:29:05,ERZAEHLER,1,speech,regular;addendum,HS,Dreht sich um.,;;;;
01:26:29:11,01:26:30:07,ERZAEHLER,1,speech,regular;addendum,HS,Und stößt sich ab.,;;;;
01:26:30:08,01:26:30:15,LT. DAN,1,non,regular,none,erghh,;;;;;
01:26:33:23,01:26:38:08,ERZAEHLER,1,speech,regular,AND;"NS,""Forrest tritt näher an die Reling und sieht, wie Dan lächelnd auf dem Rücken davon krault."",";;;;
01:26:41:13,01:26:43:08,FORREST (V.O.),1,speech,regular,HS,Er hat es nie so direkt gesagt...,;;;;;
01:26:44:21,01:26:47:18,FORREST (V.O.),1,speech,regular,HS;"NS,""...aber ich glaube, er hatte mit Gott seinen Frieden gemacht."",###aber###";;;;
01:26:48:01,01:26:48:20,ERZAEHLER,1,speech,regular,HS,Ein Bus hält.,;;;;;
01:26:55:13,01:26:57:23,FORREST,1,speech,asking,HS;"NS,""Hatten sie nicht vorhin gesagt, Sie warten auf den siebener Bus?"",indirekte Rede";;;;
01:26:57:24,01:26:59:13,ELDERLY WOMAN,1,speech,regular,HS,Da kommt schon bald der nächste.,;;;;;
01:26:59:14,01:27:00:12,ELDERLY WOMAN,1,speech,regular,none,Ganz sicher,;;;;;
"01:27:04:03,01:27:17:10,FORREST,1,speech,regular,complex,""Naja, und weil ich ein Football Star war und ein Kriegsheld und eine nationale Berühmtheit und ein Shrimpkutterkapitän und einen Collegeabschluss hatte beschlossen die Stadtväter von Greenbow Alabama etwas nettes, Sie gaben mir einen sehr schönen Job."",";;;;;
01:27:17:11,01:27:18:02,ERZAEHLER,1,speech,regular,none,Rasenmähen,;;;;;
01:27:18:03,01:27:21:12,FORREST (V.O.),1,speech,regular,HS;"NS,""Deswegen fuhr ich nicht zurück, um mit Lt. Dan zu arbeiten."",";;;;
01:27:18:02,01:28:24:03,OST,1,song,instrumental,,,;;;;;
01:27:21:18,01:27:24:14,FORREST (V.O.),1,speech,regular,HS,Er hat sich trotzdem weiter um mein Bubba Gump Geld gekümmert.,;;;;;
01:27:25:03,01:27:26:11,FORREST (V.O.),1,speech,regular,HS,Er hat es für mich angelegt.,;;;;;
01:27:26:12,01:27:27:05,ERZAEHLER,1,speech,regular,none,'Apple'-Aktien,;;;;;
01:27:27:06,01:27:29:00,FORREST (V.O.),1,speech,regular;addendum,none,In irgendeiner Sache mit Obst,;;;;
01:27:29:08,01:27:30:22,FORREST (V.O.),1,speech,regular,AND,Er hat mich dann angerufen und gesagt:,;;;;;
01:27:30:23,01:27:32:19,FORREST (V.O.),1,speech,regular,HS,Um Geld müssen wir uns nie mehr sorgen machen.,direkte Rede;;;;;
01:27:32:20,01:27:33:14,FORREST,1,speech,regular,HS,Da sagte ich:,;;;;;
01:27:34:15,01:27:35:09,FORREST,1,speech,regular,HS,Das ist gut.,direkte Rede;;;;;
01:27:35:23,01:27:37:01,FORREST,1,speech,regular,none,Eine Sorge weniger,direkte Rede;;;;;
01:27:37:08,01:##:##:##,CHOR AT CHURCH,1,singing,regular,foreign,,###lyrics###;;;;;
01:27:38:23,01:27:39:15,ERZAEHLER,1,speech,regular,none,In der Kirche,;;;;;
01:27:39:20,01:27:40:22,FORREST (V.O.),1,speech,regular,HS,Mama hatte gesagt:,;;;;;
01:27:40:23,01:27:43:00,FORREST (V.O.),1,speech,regular,HS,Jeder Mensch braucht nur ein bestimmtes Vermögen.,direkte Rede;;;;;
01:27:43:01,01:27:45:14,FORREST (V.O.),1,speech,regular,none;NS;"HS,""Alles, was darüber hinausgeht, ist Angeberei."",";;;
01:27:45:18,01:27:47:00,REVEREND,1,speech,exclamation,imperative,Lobet den Herren!,;;;;;
01:27:47:01,01:27:51:04,FORREST (V.O.),1,speech,regular;addendum,HS,Deshalb hab' ich der Four Square Gospel Church eine ganze Menge Geld geschenkt.,;;;;
01:27:51:05,01:27:52:08,ERZAEHLER,1,speech,regular,HS,Die Kirche wird renoviert.,;;;;;
01:27:53:07,01:27:57:08,FORREST (V.O.),1,speech,regular,HS,Und eine ganze Menge habe ich auch dem Bayou La Batre Seemannskrankenhaus geschenkt.,;;;;;
01:27:57:12,01:27:59:15,ERZAEHLER,1,speech,regular,HS,Das 'Gump Medical Center' wird eingeweiht.,;;;;;
"01:27:59:21,01:28:03:13,FORREST (V.O.),1,speech,regular,###,""Und auch wenn Bubba tot war und Lt. Dan gesagt hat, ich wäre verrückt..."",";;;;;
01:28:04:09,01:28:06:22,FORREST (V.O.),1,speech,regular,###,...habe ich Bubbas Mama Bubbas Anteil gegeben.,;;;;;
01:28:06:23,01:28:09:12,ERZAEHLER,1,speech,regular,AND,Bubbas Mutter starrt auf einen Scheck und fällt in Ohnmacht.,;;;;;
01:28:10:19,01:28:11:21,FORREST,1,speech,asking,question,Und soll ich ihnen was sagen?,;;;;;
01:28:12:00,01:28:13:12,ERZAEHLER,1,speech,regular,HS,Eine weiße Köchin bedient sie.,;;;;;
01:28:13:13,01:28:16:13,FORREST (V.O.),1,speech,regular,HS,Von da an musste sie nie wieder in anderer Leute Küche arbeiten.,;;;;;
01:28:16:15,01:28:17:24,MRS. BLUE,1,speech,exclamation,none;"HS,""Meine Güte, riecht das gut."",#trennen?#";;;;
01:28:18:00,01:28:18:24,ERZAEHLER,1,speech,regular,HS,Er sitzt auf dem Mäher.,;;;;;
01:28:19:02,01:28:21:07,FORREST (V.O.),1,speech,regular,NS,Und weil ich ein Zich-Millionär war...,;;;;;
01:28:21:13,01:28:23:09,FORREST (V.O.),1,speech,regular;"addendum,NS,""...und weil ich so viel Spaß daran hatte,..."",";;;;
01:28:23:14,01:28:25:24,FORREST (V.O.),1,speech,regular;addendum,HS,...mähte ich den Rasen für umsonst.,;;;;
01:28:26:02,01:28:27:15,ERZAEHLER,1,speech,regular,HS,Er kommt im Pyjama auf den Balkon.,;;;;;
01:28:28:19,01:28:29:14,FORREST (V.O.),1,speech,regular,incomplete,Aber nachts...,;;;;;
01:28:30:00,01:28:33:04,FORREST (V.O.),1,speech,regular;"addendum,NS,""...wenn es gar nichts zu tun gab und wenn das Haus ganz leer war,..."",";;;;
01:28:33:05,01:31:00:17,OST,1,song,instrumental,,,;;;;;
01:28:34:21,01:28:36:12,FORREST (V.O.),1,speech,regular;addendum,HS,...dann dachte ich immer an Jenny.,;;;;
01:28:37:09,01:28:39:22,ERZAEHLER,1,speech,regular,HS,Er sieht Jenny im weißen Kleid über den Rasen kommen.,;;;;;
01:28:45:01,01:28:46:02,ERZAEHLER,1,speech,regular,HS,Sie wird durchsichtig,;;;;;
01:28:46:13,01:28:47:06,ERZAEHLER,1,speech,regular,HS,und verschwindet.,;;;;;
01:28:49:19,01:28:51:09,ERZAEHLER,1,speech,regular,HS,Bedrückt dreht sich Forrest weg.,;;;;;
01:28:54:18,01:28:56:00,ERZAEHLER,1,speech,regular,HS,Er schlurft zur Tür.,;;;;;
01:28:59:22,01:29:01:16,ERZAEHLER,1,speech,regular;addendum,HS,... und geht zögernd zurück ins Haus.,;;;;
01:29:09:03,01:29:09:19,ERZAEHLER,1,speech,regular,HS,Es ist Tag.,;;;;;
01:29:10:06,01:29:14:02,ERZAEHLER,1,speech,regular,AND,Neben seinem Haus sitzt Forrest auf dem kleinen Mäher und mäht die große Wiese.,;;;;;
01:29:19:04,01:29:20:20,ERZAEHLER,1,speech,regular,HS,Er zieht eine schnurgerade Bahn.,;;;;;
01:29:23:18,01:29:26:15,ERZAEHLER,1,speech,regular,HS;"NS,""Die Wiese grenzt an den Fluss, der von Bäumen gesäumt ist."",";;;;
01:29:29:20,01:29:31:04,ERZAEHLER,1,speech,regular,HS,Von der Zufahrt kommt...,;;;;;
01:29:31:19,01:29:33:01,ERZAEHLER,1,speech,regular;addendum,none,...Jenny auf den Rasen.,;;;;
01:29:35:05,01:29:37:17,ERZAEHLER,1,speech,regular,HS,Sie geht am Baum mit der Schaukel vorbei auf Forrest zu.,;;;;;
01:29:38:05,01:29:38:21,FORREST (V.O.),1,speech,regular,incomplete,Und dann...,;;;;;
01:29:40:08,01:29:41:08,FORREST (V.O.),1,speech,regular;addendum,HS,...war sie da.,;;;;
01:29:47:12,01:29:48:22,ERZAEHLER,1,speech,regular,HS,Langsam nähert sich Jenny.,;;;;;
01:29:51:18,01:29:52:19,ERZAEHLER,1,speech,regular,HS,Forrest steigt ab.,;;;;;
01:29:53:04,01:29:55:10,ERZAEHLER,1,speech,regular,HS,Ungläubig geht er ihr ein paar Schritte entgegen.,;;;;;
01:29:55:15,01:29:56:07,ERZAEHLER,1,speech,regular,HS,Und hält an.,;;;;;
01:30:02:05,01:30:03:12,ERZAEHLER,1,speech,regular,HS,Er eilt auf Jenny zu.,;;;;;
01:30:09:19,01:30:12:10,ERZAEHLER,1,speech,regular,HS,Mit etwas Abstand bleiben die beiden voreinander stehen.,;;;;;
"01:30:12:22,01:30:13:23,JENNY,1,speech,regular,address,""Hallo, Forrest"",";;;;;
"01:30:15:02,01:30:15:22,FORREST,1,speech,regular,address,""Hallo, Jenny"",";;;;;
01:30:16:21,01:30:18:03,ERZAEHLER,1,speech,regular,HS,Sie fällt ihm um den Hals.,;;;;;
01:30:23:18,01:30:26:02,ERZAEHLER,1,speech,regular,HS,Zögernd legt auch er seine Arme um sie.,;;;;;
01:30:27:02,01:30:28:03,FORREST (V.O.),1,speech,regular,HS,Jenny war wieder da.,;;;;;
01:30:28:12,01:30:29:10,FORREST (V.O.),1,speech,regular,HS,Und sie blieb bei mir.,;;;;;
01:30:29:12,01:30:30:12,ERZAEHLER,1,speech,regular,HS;HS,Es ist Tag. Sie schläft.,;;;;
01:30:30:16,01:30:34:10,FORREST (V.O.),1,speech,regular,HS;NS;"NS2,""Vielleicht kam das daher, dass sie nicht wusste, wo sie sonst hingehen sollte."",";;;
01:30:34:15,01:30:37:00,FORREST (V.O.),1,speech,regular,none;"NS,""Oder auch deshalb, weil sie so müde war."",";;;;
01:30:37:13,01:30:40:05,FORREST (V.O.),1,speech,regular,AND,Denn sie ging ins Bett und schlief und schlief.,;;;;;
01:30:40:18,01:30:42:23,FORREST (V.O.),1,speech,regular,NS,Als ob sie seit Jahren nicht geschlafen hätte.,;;;;;
01:30:43:10,01:30:45:09,FORREST (V.O.),1,speech,regular,HS;"NS,""Es war wunderbar, sie zu Hause zu haben."",###grammar###";;;;
01:30:45:17,01:30:46:23,ERZAEHLER,1,speech,regular,HS,Sie schlendern über eine Wiese.,;;;;;
01:30:47:04,01:30:51:15,FORREST (V.O.),1,speech,regular,complex,Wir machten jeden Tag einen Spaziergang und ich habe geplappert wie ein Äffchen.,;;;;;
"01:30:51:21,01:30:56:17,FORREST (V.O.),1,speech,regular,HS,""Sie hat sich alles angehört vom Ping Pong spielen, vom Shrimpfischen und von Mamas Reise in den Himmel."",";;;;;
01:30:57:04,01:30:59:10,FORREST (V.O.),1,speech,regular,HS,Die meiste Zeit hab ich allein geredet.,;;;;;
01:30:59:15,01:31:01:09,FORREST (V.O.),1,speech,regular,HS,Jenny war eigentlich richtig still.,;;;;;
01:31:01:20,01:31:02:12,FORREST,1,speech,regular,none,...dann Regen.,###;;;;;
"01:31:03:16,01:31:54:05,LYNYRD SKYNYRD,1,song,regular,,""""""Sweet Home Alabama"""" "",";;;;;
01:31:04:21,01:31:08:04,FORREST (V.O.),1,speech,regular,HS;"NS,""Eigentlich habe ich nie erfahren, warum sie zurückgekommen war."",";;;;
01:31:08:12,01:31:10:24,FORREST (V.O.),1,speech,regular,HS;"HS,""Aber es war mir auch egal, es war wie früher."",";;;;
01:31:11:03,01:31:13:06,FORREST (V.O.),1,speech,regular,HS,Wir waren wieder wie Pech und Schwefel.,;;;;;
01:31:13:17,01:31:15:09,ERZAEHLER,1,speech,regular,HS,Sie sitzen nebeneinander auf der Eiche.,;;;;;
01:31:15:15,01:31:18:23,FORREST (V.O.),1,speech,regular,AND,Jeden Tag hab' ich schöne Blumen gepflückt und sie in ihr Zimmer gestellt.,;;;;;
01:31:19:00,01:31:20:23,ERZAEHLER,1,speech,regular,HS,Melancholisch betrachtet Jenny die Rosen.,;;;;;
01:31:21:10,01:31:24:10,FORREST (V.O.),1,speech,regular,HS;"NS,""Und sie machte mir das schönste Geschenk, das man sich vorstellen kann."",";;;;
01:31:21:##,01:31:22:##,JENNY,0,speech,commanding,imperative,Mach die Augen auf!,;;;;;
01:31:24:11,01:31:24:19,FORREST,0,speech,regular,none,Neue Schuhe,;;;;;
01:31:25:05,01:31:26:16,JENNY,1,speech,regular,HS,Das sind Spezialschuhe für Läufer.,;;;;;
01:31:26:20,01:31:29:00,ERZAEHLER,1,speech,regular,HS;"NS,""Die Nike-Schuhe, die er auf der Wartebank trägt. "",";;;;
01:31:29:09,01:31:31:02,ERZAEHLER,1,speech,regular,HS,Durch strömenden Regen fällt der Blick auf die beiden hinter einem Fenster.,;;;;;
01:31:32:06,01:31:34:11,FORREST (V.O.),1,speech,regular,HS,Sie hat mir sogar das Tanzen beigebracht.,;;;;;
01:31:35:00,01:31:36:18,ERZAEHLER,1,speech,regular,HS,Jenny dreht sich unter seinem Arm durch.,;;;;;
01:31:37:00,01:31:39:17,ERZAEHLER,1,speech,regular,AND,Forrest wippt auf der Stelle und schwingt ausgelassen die Arme.,;;;;;
01:31:43:06,01:31:43:14,FORREST (V.O.),1,speech,regular,none,Ja,;;;;;
01:31:44:01,01:31:45:22,FORREST (V.O.),1,speech,regular,HS,Wir waren wie eine Familie.,;;;;;
01:31:46:08,01:31:47:09,FORREST (V.O.),1,speech,regular;addendum,none,Jenny und ich,;;;;
01:31:48:11,01:31:49:05,ERZAEHLER,1,speech,regular,none,Abends am Fluss,;;;;;
01:31:49:08,01:31:50:12,ERZAEHLER,1,speech,regular,HS,Sie legt den Arm um ihn.,;;;;;
01:31:50:17,01:31:53:00,FORREST (V.O.),1,speech,regular,HS,Das war die glücklichste Zeit in meinem Leben.,;;;;;
01:31:54:06,01:31:57:03,ERZAEHLER,1,speech,regular,HS,Auf dem Wasser spiegeln sich zerplatzende Feuerwerksraketen. ,;;;;;
01:31:57:08,01:31:59:20,ERZAEHLER,1,speech,regular,HS,Am Himmel sprühen sie wie bunte Blüten auseinander.,;;;;;
01:32:02:07,01:32:03:02,ERZAEHLER,1,speech,regular,none,Im Fernseher,;;;;;
01:32:03:06,01:32:05:24,ERZAEHLER,1,speech,regular,HS,Auch über der Freiheitsstatue explodieren Raketen.,;;;;;
01:32:06:06,01:32:07:24,ERZAEHLER,1,speech,regular,HS,Jenny sitzt grübelnd vor dem Gerät. ,;;;;;
01:32:08:06,01:32:11:16,ERZAEHLER,1,speech,regular,AND,Forrest hockt mit einer Limo auf der Fensterbank und beobachtet sie.,;;;;;
01:32:12:05,01:32:16:24,ANNOUNCER,0,broadcast,regular,HS,An diesem vierten Juli findet eines der größten Feuerwerke statt anlässlich der 200-Jahr Feier unserer Nation.,;;;;;
01:32:17:00,01:32:17:24,JENNY,1,speech,asking,question,Hast du genug gesehen?,;;;;;
01:32:17:25,01:32:19:20,ANNOUNCER,1,broadcast,regular,HS;"NS,""Ich stehe im Hafen von New York, wo wir vorher die erleuchteten Schiffe gesehen haben hinter die Freiheits..."",###setting###";;;;
01:32:19:23,01:32:20:21,JENNY,1,speech,regular,HS,Ich geh jetzt ins Bett.,;;;;;
01:32:21:19,01:32:23:16,ERZAEHLER,1,speech,regular,AND,Sie küsst ihn auf die Schläfe und schaltet aus.,;;;;;
01:32:24:14,01:32:25:14,ERZAEHLER,1,speech,regular,HS,Forrest sieht ihr nach.,;;;;;
01:32:25:21,01:32:27:10,ERZAEHLER,1,speech,regular,HS,Entschlossen stellt er seine Cola ab.,;;;;;
01:32:28:15,01:32:29:22,ERZAEHLER,1,speech,regular,HS,Jenny steigt die Treppe hoch.,;;;;;
01:32:30:01,01:32:31:11,ERZAEHLER,1,speech,regular,HS,Unten kommt Forrest in den Flur.,;;;;;
01:32:31:17,01:32:32:17,FORREST,1,speech,asking,question,Willst du mich heiraten?,;;;;;
01:32:33:13,01:32:35:08,ERZAEHLER,1,speech,regular,HS,Jenny dreht sich ernst zu ihm um.,;;;;;
01:32:38:06,01:32:39:17,FORREST,1,speech,regular,HS,Ich wäre dir ein guter Mann.,;;;;;
01:32:40:00,01:32:40:12,FORREST,1,speech,regular,address,Jenny,;;;;;
01:32:43:10,01:32:44:01,JENNY,1,speech,regular,HS,Das wärst du.,;;;;;
01:32:44:02,01:32:44:17,JENNY,1,speech,regular,address,Forrest,;;;;;
01:32:47:07,01:32:49:01,FORREST,1,speech,regular,HS,Aber du willst mich nicht heiraten.,;;;;;
01:32:51:13,01:32:53:00,JENNY,1,speech,regular,HS,Du willst mich doch gar nicht heiraten.,;;;;;
01:32:57:07,01:32:58:12,FORREST,1,speech,asking,question,Wieso liebst du mich nicht?,;;;;;
01:32:58:13,01:32:59:00,FORREST,1,speech,regular,address,Jenny,;;;;;
01:33:04:08,01:33:05:22,FORREST,1,speech,regular,HS,Ich bin kein kluger Mann.,;;;;;
01:33:07:22,01:33:09:17,FORREST,1,speech,regular,HS;"NS,""Aber ich weiß, was Liebe ist."",";;;;
01:33:09:19,01:33:11:22,ERZAEHLER,1,speech,regular,HS,Forrest geht durch die Fliegengittertür nach draußen.,;;;;;
01:33:15:15,01:33:18:24,ERZAEHLER,1,speech,regular,AND,Auf der Veranda stemmt er die Hände in die Hüften und bleibt abgewandt stehen.,;;;;;
01:33:19:22,01:33:21:00,ERZAEHLER,1,speech,regular,HS,Jenny geht nach oben.,;;;;;
01:33:22:14,01:33:24:17,ERZAEHLER,1,speech,regular,none,Das dunkle Haus im strömenden Regen,;;;;;
01:33:29:11,01:33:30:12,ERZAEHLER,1,speech,regular,HS,Forrest liegt im Bett.,;;;;;
01:33:31:00,01:33:33:08,ERZAEHLER,1,speech,regular,HS,Draußen geht Jenny im Nachthemd am Fenster vorbei.,;;;;;
01:33:33:17,01:33:34:15,ERZAEHLER,1,speech,regular,HS,Er öffnet die Augen.,;;;;;
01:33:37:15,01:33:39:20,ERZAEHLER,1,speech,regular,AND,Jenny bleibt an der Tür stehen und sieht ihn an.,;;;;;
01:33:40:12,01:33:41:24,ERZAEHLER,1,speech,regular,HS,Forrest richtet sich etwas auf.,;;;;;
01:33:42:17,01:33:43:23,ERZAEHLER,1,speech,regular,HS,Sie schlüpft unter seine Decke...,;;;;;
01:33:45:20,01:33:46:12,FORREST,1,speech,regular,address,Jenny,;;;;;
01:33:46:21,01:33:47:23,ERZAEHLER,1,speech,regular;addendum,HS,...und legt sich auf ihn.,;;;;
01:33:48:23,01:33:49:18,JENNY,1,speech,regular,address,Forrest,;;;;;
01:33:49:19,01:33:50:23,JENNY,1,speech,regular,HS,Ich liebe dich doch.,;;;;;
01:33:51:12,01:33:53:01,ERZAEHLER,1,speech,regular,HS,Sie gibt ihm einen Kuss auf den Mund.,;;;;;
01:33:56:14,01:33:57:24,ERZAEHLER,1,speech,regular,HS,Die beiden küssen sich innig.,;;;;;
01:33:58:10,01:34:00:02,ERZAEHLER,1,speech,regular,HS,Zaghaft hebt Forrest die Hände.,;;;;;
01:34:01:03,01:34:02:16,ERZAEHLER,1,speech,regular,HS,Und schließt Jenny in seine Arme.,;;;;;
01:34:10:15,01:34:12:17,ERZAEHLER,1,speech,regular,HS,Durch eine Gardine fällt der Blick auf das Bett.,;;;;;
